"","symbol","group","baseMean","logFC","lfcSE","stat","PValue","FDR"
"ENSG00000198515","CNGA1","protein_coding",439.312327629764,-4.06331844330407,0.471475878003256,-8.61829551177168,6.79581105195744e-18,1.34933694140071e-16
"ENSG00000088926","F11","protein_coding",1928.13511003423,-4.6236511243924,0.536965126331034,-8.61071026341098,7.26092907123677e-18,1.43976069498107e-16
"ENSG00000215256","DHRS4-AS1","long_non_coding",1089.5077181265,-2.09445857896569,0.24331648072749,-8.60796018709248,7.43720763917102e-18,1.47274584384759e-16
"ENSG00000243479","MNX1-AS1","long_non_coding",86.652571084684,7.83422335723441,0.910509088669394,8.6042231260791,7.68353847999166e-18,1.51949656980315e-16
"ENSG00000147586","MRPS28","protein_coding",179.684993629289,-1.74385130570651,0.202760864717272,-8.60053200176534,7.93474188509528e-18,1.56708510838526e-16
"ENSG00000198899","MT-ATP6","protein_coding",229302.074965938,-2.3441337574894,0.272579748829181,-8.59980892769261,7.98489257591395e-18,1.57489264210047e-16
"ENSG00000160097","FNDC5","protein_coding",798.812949280971,-5.24063632097348,0.609696401231943,-8.5954850814017,8.29137961499847e-18,1.63317055046026e-16
"ENSG00000106617","PRKAG2","protein_coding",1112.13280287881,-1.75799857367925,0.204544395691648,-8.59470418504861,8.34795666621133e-18,1.6421338630404e-16
"ENSG00000162069","BICDL2","protein_coding",1096.62445688001,4.07050730902409,0.473765142979399,8.59182523101132,8.5598521926378e-18,1.68158579763184e-16
"ENSG00000215386","MIR99AHG","long_non_coding",193.836322370655,-3.10240569753968,0.361240135752913,-8.58820875779351,8.83356606706093e-18,1.73306153315672e-16
"ENSG00000151287","TEX30","protein_coding",253.682928291951,-2.13227339755039,0.248387215264421,-8.58447321968838,9.12536024889318e-18,1.78794376765632e-16
"ENSG00000106565","TMEM176B","protein_coding",21185.6780203551,-3.50121711619337,0.40810021926091,-8.57930711856575,9.54463227607381e-18,1.86762514404653e-16
"ENSG00000073111","MCM2","protein_coding",658.168040796958,2.47644327040451,0.288660516629975,8.57908556153172,9.56303245366993e-18,1.86876017592665e-16
"ENSG00000167535","CACNB3","protein_coding",848.876260019599,3.1796181277046,0.370763692310951,8.5758616435342,9.83477156007728e-18,1.91933331288245e-16
"ENSG00000123384","LRP1","protein_coding",16125.8801105255,-2.44727073689313,0.285527748999292,-8.57104342912466,1.02551560152273e-17,1.99874473085219e-16
"ENSG00000105556","MIER2","protein_coding",582.540423982883,1.22137137121334,0.142515022818648,8.57012367578642,1.03373960237064e-17,2.01208553146079e-16
"ENSG00000273230","AC102953.2","long_non_coding",141.269029124954,2.56881179637957,0.299745535888792,8.56997515830434,1.03507366538874e-17,2.01208553146079e-16
"ENSG00000261437","AC108860.2","long_non_coding",84.3011715959598,4.6417836317791,0.54190221535336,8.5657218226213,1.0740088944309e-17,2.08503925683234e-16
"ENSG00000205403","CFI","protein_coding",2668.32174949666,-3.40524956812817,0.398344756741932,-8.54849853172351,1.24700049623309e-17,2.41771390328486e-16
"ENSG00000163293","NIPAL1","protein_coding",475.872396328097,-3.0044568681953,0.351472352874927,-8.54820256449714,1.25020161509207e-17,2.42075592102422e-16
"ENSG00000144354","CDCA7","protein_coding",534.770076554507,5.58348187051352,0.653277875258639,8.546871219698,1.26470173106919e-17,2.44563964474815e-16
"ENSG00000115507","OTX1","protein_coding",161.170792864929,4.42720052978635,0.518140744771872,8.54439758783219,1.29208486769009e-17,2.49533890072649e-16
"ENSG00000124523","SIRT5","protein_coding",1334.91801468001,-1.41406569214042,0.16552828371541,-8.54274363510951,1.31071969097735e-17,2.5280356900619e-16
"ENSG00000185803","SLC52A2","protein_coding",1751.25621693487,1.93230614370226,0.226396283494302,8.53506123810065,1.40081213175048e-17,2.69829162832767e-16
"ENSG00000070882","OSBPL3","protein_coding",1230.02630258603,2.90341548313173,0.340249293792656,8.53320061525547,1.42353522082712e-17,2.73850510963785e-16
"ENSG00000114200","BCHE","protein_coding",2690.09355497713,-5.77129416285903,0.676660073245652,-8.52908925921485,1.47504345716284e-17,2.83391768868384e-16
"ENSG00000197965","MPZL1","protein_coding",6147.5588103289,1.85144254568201,0.217109252125347,8.52769989098892,1.49286223994849e-17,2.86444149326209e-16
"ENSG00000182902","SLC25A18","protein_coding",895.977904683776,-4.67683766761919,0.548474889165784,-8.52698593864989,1.5021011977478e-17,2.87844508591671e-16
"ENSG00000008311","AASS","protein_coding",1968.79124159507,-3.70958936830519,0.435158396876041,-8.52468755040916,1.53222853647538e-17,2.93238885845198e-16
"ENSG00000272068","AL365181.2","long_non_coding",499.429059534574,5.77912246254961,0.677976830366914,8.52407074062105,1.54041467146615e-17,2.94425649577138e-16
"ENSG00000168078","PBK","protein_coding",220.699596804322,3.94624013216242,0.463421654855536,8.51544180297874,1.65956372275011e-17,3.16790851168979e-16
"ENSG00000147955","SIGMAR1","protein_coding",4303.54251309848,-2.39232376587116,0.281014603010568,-8.51316529547466,1.69248537861415e-17,3.22659937475644e-16
"ENSG00000198786","MT-ND5","protein_coding",164476.908041591,-2.91839854729822,0.342842866459753,-8.51235021289502,1.70442866210864e-17,3.24519716513419e-16
"ENSG00000138119","MYOF","protein_coding",4678.53852865995,3.30885898684711,0.389021942683836,8.50558445114823,1.80683040562477e-17,3.43575750977264e-16
"ENSG00000101342","TLDC2","protein_coding",183.34608906029,4.12893156597237,0.485466129160547,8.50508679794405,1.81459781814272e-17,3.44610945437809e-16
"ENSG00000250056","LINC01018","long_non_coding",1899.00148913239,-6.05639478695557,0.712223149420237,-8.50350735143275,1.83946882522669e-17,3.48887488692611e-16
"ENSG00000115718","PROC","protein_coding",7756.30641134995,-4.65313750556438,0.547312358344805,-8.50179506203095,1.86681171361778e-17,3.53621345292195e-16
"ENSG00000287315","AL670729.3","long_non_coding",166.098305435029,4.82876584313056,0.5680209181085,8.50103524217078,1.87907307845479e-17,3.55489947699509e-16
"ENSG00000100167","SEPTIN3","protein_coding",282.085812103847,5.30762360087257,0.624428401561651,8.49997147406905,1.89637291987601e-17,3.5784991281935e-16
"ENSG00000100379","KCTD17","protein_coding",1136.36622579746,2.78977292778365,0.328205608008208,8.50007696307821,1.89465037824412e-17,3.5784991281935e-16
"ENSG00000176619","LMNB2","protein_coding",2402.89782057911,2.01132592639446,0.236675042842116,8.4982594795016,1.9245452723475e-17,3.62704643957537e-16
"ENSG00000134253","TRIM45","protein_coding",578.109618113562,3.42229816733781,0.402731930800355,8.49770754590187,1.93371554217478e-17,3.63970417785994e-16
"ENSG00000088451","TGDS","protein_coding",594.013466695163,-1.74406991504633,0.205396633311478,-8.49122932020749,2.04462668120758e-17,3.84358719083281e-16
"ENSG00000134294","SLC38A2","protein_coding",13908.6747764573,-2.33534609765555,0.275170594398178,-8.48690283481473,2.12217062123916e-17,3.98430818407839e-16
"ENSG00000166503","HDGFL3","protein_coding",1329.77371733647,2.75444855574301,0.324576192832212,8.48629263812615,2.13333816649035e-17,4.00021133822817e-16
"ENSG00000005001","PRSS22","protein_coding",1304.94384392475,4.16257789915612,0.490712682122887,8.48271921799179,2.19991094302625e-17,4.11983322057644e-16
"ENSG00000184470","TXNRD2","protein_coding",2033.12603521388,-1.73658262215909,0.204735842345543,-8.48206450938947,2.21232842860411e-17,4.13786320971704e-16
"ENSG00000112742","TTK","protein_coding",173.497733353428,3.72848025268309,0.439730304095673,8.47901592852668,2.27106588840247e-17,4.24237396181177e-16
"ENSG00000166803","PCLAF","protein_coding",227.017410515803,2.8017626649389,0.330617368117013,8.47433600024089,2.36424140320272e-17,4.41087150846575e-16
"ENSG00000181061","HIGD1A","protein_coding",1834.76004911392,-2.45938410450412,0.290334021036188,-8.47087811385899,2.43549981355219e-17,4.53810719027715e-16
"ENSG00000177181","RIMKLA","protein_coding",215.048908999729,3.75406753323145,0.443181905634777,8.47071481371614,2.43891691799097e-17,4.53877236231394e-16
"ENSG00000009724","MASP2","protein_coding",3324.85397908226,-6.06373613754731,0.715874484490942,-8.47039008780881,2.44572596597771e-17,4.54177316689145e-16
"ENSG00000184489","PTP4A3","protein_coding",1617.31954599901,2.39730908089606,0.28302375197877,8.47034591314403,2.44665369494759e-17,4.54177316689145e-16
"ENSG00000151746","BICD1","protein_coding",419.596598723479,2.57517307179248,0.30402818382581,8.47017878206944,2.45016682114396e-17,4.5426092864009e-16
"ENSG00000234062","AL390879.1","pseudogene",99.4182845521162,3.02486023900466,0.35728832718852,8.46616026559584,2.53615140829817e-17,4.69615451783752e-16
"ENSG00000204444","APOM","protein_coding",4991.76889991124,-4.63057153980911,0.547037877339438,-8.46480971725443,2.56571232826072e-17,4.74496823600536e-16
"ENSG00000166816","LDHD","protein_coding",2950.26711349017,-4.43145139835462,0.523613101186062,-8.46321718902127,2.60100670537148e-17,4.80425049241218e-16
"ENSG00000164211","STARD4","protein_coding",729.734568001678,-2.4784549821564,0.292866734708293,-8.46273983498004,2.61167905673896e-17,4.81796315541695e-16
"ENSG00000111058","ACSS3","protein_coding",1568.45699897108,-4.21343087239887,0.498042863473046,-8.45997640246661,2.67431633844821e-17,4.92738632693961e-16
"ENSG00000160862","AZGP1","protein_coding",29868.9821551992,-4.68712936806954,0.55413088044777,-8.45852403006681,2.70782830803962e-17,4.98294162094834e-16
"ENSG00000162814","SPATA17","protein_coding",108.650726908996,4.70583751149835,0.557289491691,8.44415260230242,3.06258904946465e-17,5.62878820094916e-16
"ENSG00000055955","ITIH4","protein_coding",211.887691055471,-3.73511927823842,0.442394930901753,-8.44295225224432,3.09421518591548e-17,5.6798761927597e-16
"ENSG00000198610","AKR1C4","protein_coding",2816.11024584081,-5.74752577606629,0.680888675980696,-8.4412121670081,3.14063480406527e-17,5.75795987810829e-16
"ENSG00000124299","PEPD","protein_coding",5064.08484852574,-2.19839885798137,0.260631104522991,-8.43490596414002,3.31469216107249e-17,6.06956964605274e-16
"ENSG00000154814","OXNAD1","protein_coding",525.451501592971,-1.76857883394625,0.209718062563607,-8.43312594216747,3.36552169928469e-17,6.15504535681757e-16
"ENSG00000108813","DLX4","protein_coding",82.0625645340135,5.3246662526873,0.631577221220678,8.43074460854696,3.43472622233735e-17,6.27387430168813e-16
"ENSG00000151498","ACAD8","protein_coding",1100.64347678778,-1.38852562213704,0.164823568224559,-8.42431478152008,3.62867519647498e-17,6.61998899312632e-16
"ENSG00000132359","RAP1GAP2","protein_coding",1036.35759619404,2.80886752193679,0.333450482008141,8.42364211027954,3.64957942691083e-17,6.64994619901e-16
"ENSG00000102743","SLC25A15","protein_coding",2683.89954649781,-3.64160418767887,0.432382247243742,-8.42218710618345,3.69520301498701e-17,6.72481608813341e-16
"ENSG00000137171","KLC4","protein_coding",2724.60325085209,-1.9748167633457,0.234605100638211,-8.41762075067202,3.84207190393886e-17,6.98353069598298e-16
"ENSG00000139624","CERS5","protein_coding",1491.60266667677,1.34864192000962,0.160283650014031,8.41409538584602,3.95938446117321e-17,7.187954752524e-16
"ENSG00000215045","GRID2IP","protein_coding",67.253180666021,3.74193278444888,0.444774273879614,8.41310526305686,3.99296331622924e-17,7.24005280028265e-16
"ENSG00000160190","SLC37A1","protein_coding",1102.45064624002,1.79817741944622,0.213805453661426,8.41034402374857,4.08809872711107e-17,7.4035018706363e-16
"ENSG00000106144","CASP2","protein_coding",1549.63910084283,1.51796245909708,0.180512332033645,8.40918978773233,4.12852613878114e-17,7.46759752321974e-16
"ENSG00000111247","RAD51AP1","protein_coding",217.127513159796,2.83379556188288,0.337054543418285,8.40752815002449,4.1874188102169e-17,7.56489595531511e-16
"ENSG00000140961","OSGIN1","protein_coding",2671.08678020172,-3.45575118451062,0.411068373249252,-8.40675520034528,4.21509576359801e-17,7.60563264789363e-16
"ENSG00000236699","ARHGEF38","protein_coding",389.812316053613,4.15490880857298,0.494455427015522,8.40299970747929,4.35215773619132e-17,7.84340261764151e-16
"ENSG00000114054","PCCB","protein_coding",3285.63815749734,-2.68123906783051,0.319182819770992,-8.40032389510891,4.45248811222695e-17,8.0144786020085e-16
"ENSG00000116771","AGMAT","protein_coding",2291.09859212162,-4.07702375181335,0.485631991664704,-8.3952948359882,4.6472660899961e-17,8.35493947234208e-16
"ENSG00000102543","CDADC1","protein_coding",352.998419671086,-1.44928129547311,0.172654881034961,-8.39409396818408,4.6950054786866e-17,8.43054736802417e-16
"ENSG00000136371","MTHFS","protein_coding",81.1646013106844,-2.2842564980638,0.272159468338221,-8.39308113001265,4.73564571773711e-17,8.48298276394647e-16
"ENSG00000189143","CLDN4","protein_coding",8695.82612723617,4.21396389612041,0.502072664767325,8.39313547984789,4.73345614148954e-17,8.48298276394647e-16
"ENSG00000168502","MTCL1","protein_coding",2684.05326812644,3.78656737818086,0.451220186728116,8.39183948226692,4.7859406347253e-17,8.56273480027089e-16
"ENSG00000100665","SERPINA4","protein_coding",8511.64991928259,-4.24853580141773,0.506300484926543,-8.39133267279832,4.80662084826078e-17,8.58937354474746e-16
"ENSG00000126231","PROZ","protein_coding",880.294847686498,-6.17461977511485,0.736035141131693,-8.38902849885815,4.90175877347516e-17,8.74884309605098e-16
"ENSG00000103253","HAGHL","protein_coding",438.733225282358,4.08106357588544,0.486808977111391,8.38329564113938,5.14659931980923e-17,9.16693986978495e-16
"ENSG00000184445","KNTC1","protein_coding",807.876934636741,1.95784762353892,0.233542648863996,8.38325519155637,5.14836900723494e-17,9.16693986978495e-16
"ENSG00000153404","PLEKHG4B","protein_coding",496.928762517964,6.11930257507631,0.730028666683092,8.38227709999328,5.19134414992394e-17,9.23237607094386e-16
"ENSG00000111665","CDCA3","protein_coding",316.667096503526,3.39228466838028,0.404901672093988,8.37804559027072,5.3813801690402e-17,9.55887792421609e-16
"ENSG00000106683","LIMK1","protein_coding",1790.04474249047,2.36099523502608,0.281884326366249,8.37575918271689,5.48690067790758e-17,9.73465440845996e-16
"ENSG00000088836","SLC4A11","protein_coding",420.965417612443,4.60971302237483,0.550746391891432,8.36993776126915,5.76486742841533e-17,1.02155930344392e-15
"ENSG00000182718","ANXA2","protein_coding",33523.1506490703,2.29341868233764,0.27405836263696,8.36835869655868,5.84263107690485e-17,1.03410386793142e-15
"ENSG00000142166","IFNAR1","protein_coding",3852.93315115025,-1.36267946029838,0.16295897564447,-8.36210128904684,6.16109121330786e-17,1.08916930722029e-15
"ENSG00000108262","GIT1","protein_coding",2704.36052000422,1.65374643799812,0.197938005109536,8.35487069339194,6.55044274800972e-17,1.15662103379143e-15
"ENSG00000169436","COL22A1","protein_coding",449.331684769722,5.49875270790353,0.658258170042142,8.35348949417748,6.6275309536869e-17,1.16884113085712e-15
"ENSG00000231013","SCTR-AS1","long_non_coding",1031.09686170399,5.3980040679878,0.646443862625976,8.3503060050104,6.80863361663139e-17,1.19935455821706e-15
"ENSG00000103222","ABCC1","protein_coding",2311.81803505218,2.47715751435532,0.29666644737356,8.34997532173265,6.8277230845644e-17,1.20129049573261e-15
"ENSG00000205593","DENND6B","protein_coding",745.000698979073,2.53778050195738,0.304093929489604,8.34538363267176,7.09830832799408e-17,1.24741835451194e-15
"ENSG00000129667","RHBDF2","protein_coding",2891.8379364619,2.41130073700987,0.288951173198011,8.34501106301952,7.12072186182441e-17,1.24987629177017e-15
"ENSG00000137561","TTPA","protein_coding",1875.44301775147,-5.3313019103205,0.638891395125802,-8.34461373403022,7.14470181131741e-17,1.25260304096288e-15
"ENSG00000113269","RNF130","protein_coding",4301.01068935127,-1.56241881804731,0.187277975325696,-8.34277931150263,7.25645119857863e-17,1.26919438888347e-15
"ENSG00000186115","CYP4F2","protein_coding",4504.79017835447,-5.71030734034238,0.68445819499788,-8.34281389582904,7.25432853235047e-17,1.26919438888347e-15
"ENSG00000139508","SLC46A3","protein_coding",1972.80279279853,-3.49476256213567,0.418931639939961,-8.34208312037859,7.29931151035726e-17,1.2751871415974e-15
"ENSG00000011376","LARS2","protein_coding",760.662374060018,-1.33014852045,0.159494986623182,-8.3397512900676,7.44469490469314e-17,1.29905546854598e-15
"ENSG00000198792","TMEM184B","protein_coding",2964.89815561334,1.56279319044377,0.187434984796667,8.33778812498168,7.56930431490232e-17,1.31924702231059e-15
"ENSG00000178531","CTXN1","protein_coding",329.162628662186,5.22175097100188,0.626480824596563,8.33505315085191,7.74633870836016e-17,1.34851755542721e-15
"ENSG00000176454","LPCAT4","protein_coding",1274.08086707211,2.51292972544509,0.301586933739688,8.3323560947574,7.92491580955773e-17,1.37798770559625e-15
"ENSG00000166228","PCBD1","protein_coding",5452.9863808627,-2.05382036918061,0.247167032610696,-8.30944300090177,9.61523278987987e-17,1.66994300631731e-15
"ENSG00000131981","LGALS3","protein_coding",6004.67256801859,2.79351410710567,0.336197274972653,8.30915154601684,9.63887597282588e-17,1.67209132665443e-15
"ENSG00000139344","AMDHD1","protein_coding",2093.76854916333,-5.355812185772,0.644604831416654,-8.3086752142417,9.67764006781408e-17,1.67685464352592e-15
"ENSG00000182240","BACE2","protein_coding",5908.60174669306,3.26425507755309,0.392905591567251,8.30798835041359,9.733808160178e-17,1.68461893385951e-15
"ENSG00000163040","CCDC74A","protein_coding",482.841901238864,3.57640069102668,0.430509320853977,8.30737110158818,9.78455767407147e-17,1.69142843148984e-15
"ENSG00000143797","MBOAT2","protein_coding",636.550486945725,2.5861575743211,0.311356856853606,8.30608839148534,9.89085662929154e-17,1.70781356840107e-15
"ENSG00000196670","ZFP62","protein_coding",1074.66393763594,1.51018926991012,0.181874606366278,8.30346412884462,1.01118914665944e-16,1.74394853758753e-15
"ENSG00000131781","FMO5","protein_coding",6425.80559465021,-3.8526882189088,0.464037690494692,-8.30253295761731,1.0191486617869e-16,1.75563448915485e-15
"ENSG00000100246","DNAL4","protein_coding",1082.35825433299,1.67524206321996,0.201941613789065,8.29567532806688,1.07970052122731e-16,1.85778632608393e-15
"ENSG00000134824","FADS2","protein_coding",5554.00914322336,-3.40703726433521,0.410796750920138,-8.29372982309095,1.09751580968199e-16,1.88625196862146e-15
"ENSG00000151725","CENPU","protein_coding",374.453530933496,2.19365444715743,0.264572534253043,8.29131585162717,1.12002429551733e-16,1.92270837397142e-15
"ENSG00000117643","MAN1C1","protein_coding",926.543480500586,-3.59882970276602,0.434055638316099,-8.29117141923908,1.12138535836428e-16,1.92281937979873e-15
"ENSG00000158109","TPRG1L","protein_coding",3096.84138769838,-1.83424317477822,0.221329912680094,-8.28737133886369,1.15778733574576e-16,1.98294477641813e-15
"ENSG00000286451","AL499602.1","long_non_coding",275.608803096436,3.26058229709509,0.393548739699407,8.28507874167129,1.18030967256253e-16,2.01918720454988e-15
"ENSG00000153944","MSI2","protein_coding",3072.86353863026,1.62954005814601,0.196707281278067,8.2840861180043,1.19019465046214e-16,2.03375196493716e-15
"ENSG00000144040","SFXN5","protein_coding",1687.51487906783,-3.013258845553,0.363781315809376,-8.28316000465501,1.19949087539211e-16,2.04727832725153e-15
"ENSG00000105819","PMPCB","protein_coding",2448.13241131859,-0.992749252471992,0.119885422522584,-8.28081706335042,1.22332994140472e-16,2.08556663113963e-15
"ENSG00000118997","DNAH7","protein_coding",120.214905195319,3.28727232811039,0.397118450815433,8.27781313449523,1.25457893992425e-16,2.13638517071832e-15
"ENSG00000154719","MRPL39","protein_coding",721.349079202388,-1.44001313176181,0.174002067061781,-8.27583922465998,1.27554010733366e-16,2.16958840274918e-15
"ENSG00000102225","CDK16","protein_coding",3655.50077445197,1.42631947464245,0.172382685347877,8.27414581553862,1.2937975227616e-16,2.19812197681558e-15
"ENSG00000171135","JAGN1","protein_coding",1572.31395782234,-1.31831972584068,0.159355244438305,-8.27283551594107,1.30810106011306e-16,2.21988042604084e-15
"ENSG00000170185","USP38","protein_coding",1438.65024723915,-1.69522779267524,0.204960614830816,-8.2709929128314,1.32847948206915e-16,2.2518865917771e-15
"ENSG00000105443","CYTH2","protein_coding",3655.64636561463,1.68156371926817,0.203362571567651,8.26879649635417,1.35318018315625e-16,2.29113795394675e-15
"ENSG00000221838","AP4M1","protein_coding",703.216305073168,1.71806520327856,0.208042614444734,8.25823693796618,1.47839864602817e-16,2.50029745928048e-15
"ENSG00000157103","SLC6A1","protein_coding",2884.10464234254,-4.66079691195064,0.564515068086163,-8.25628433223548,1.50277391283203e-16,2.53573864335889e-15
"ENSG00000184500","PROS1","protein_coding",6885.92288660086,-3.30954969948865,0.400847595904154,-8.25637906602287,1.50158221500193e-16,2.53573864335889e-15
"ENSG00000287929","AL354953.1","long_non_coding",103.071208288575,6.55345266870737,0.794214081769395,8.2514939222775,1.56426593528553e-16,2.6364991309267e-15
"ENSG00000197461","PDGFA","protein_coding",2242.14466999583,2.77199388197396,0.336001447056307,8.24994626142021,1.58465768675061e-16,2.66783686831839e-15
"ENSG00000162366","PDZK1IP1","protein_coding",7110.72691083159,5.53695059557449,0.671693268982046,8.24327241505005,1.67563480778587e-16,2.81780220737869e-15
"ENSG00000223797","ENTPD3-AS1","long_non_coding",156.798040117428,-1.96973289771297,0.238966163908992,-8.24272719406051,1.68329076445503e-16,2.82747096471087e-15
"ENSG00000108387","SEPTIN4","protein_coding",751.86403740789,-2.67556768036974,0.324647108993857,-8.24146467424841,1.7011516197193e-16,2.85423991218062e-15
"ENSG00000101236","RNF24","protein_coding",771.689217195122,2.10192522601626,0.255200433931902,8.23637010968852,1.77514212393964e-16,2.97166004314591e-15
"ENSG00000103876","FAH","protein_coding",6187.28380069014,-3.1545836070487,0.383005044711748,-8.23640223700673,1.77466572851069e-16,2.97166004314591e-15
"ENSG00000167767","KRT80","protein_coding",3749.98680466158,4.26723341997805,0.518260269965018,8.2337652860523,1.81418982495267e-16,3.03360354945863e-15
"ENSG00000187535","IFT140","protein_coding",1313.71907212132,1.89423817804372,0.230149596817982,8.23046489862772,1.86488247112813e-16,3.11485774907347e-15
"ENSG00000154358","OBSCN","protein_coding",1895.81564512649,3.60160264861072,0.438029363206741,8.22228588111987,1.99660556901898e-16,3.33111966250726e-15
"ENSG00000065600","PACC1","protein_coding",276.890159179974,1.76023219959697,0.214259825139265,8.21540948450252,2.11441489051963e-16,3.52370805125698e-15
"ENSG00000234456","MAGI2-AS3","long_non_coding",635.85780869764,-2.81477822019456,0.342658939078681,-8.21451857570898,2.13017121919425e-16,3.54598198912335e-15
"ENSG00000167861","HID1","protein_coding",2756.68746951864,2.8456550607967,0.346476256100669,8.21313152255343,2.1549328660734e-16,3.58317985085209e-15
"ENSG00000108244","KRT23","protein_coding",5829.79484720105,6.03914338136894,0.735714793853134,8.20853873243507,2.23896585712398e-16,3.71873926011902e-15
"ENSG00000101079","NDRG3","protein_coding",1996.04721927345,1.66464246319074,0.202838287571652,8.20674677902078,2.27262166135641e-16,3.77041660863962e-15
"ENSG00000132763","MMACHC","protein_coding",860.882376234474,-2.24782792507447,0.274045471660512,-8.20239032396448,2.35653702231527e-16,3.90526895139442e-15
"ENSG00000136457","CHAD","protein_coding",291.986592948039,-4.29181282595549,0.523630717331524,-8.19625870656903,2.47984328406287e-16,4.10502629343979e-15
"ENSG00000104883","PEX11G","protein_coding",380.939787562661,-2.26031998145752,0.275838251787413,-8.19436741210039,2.51914481309211e-16,4.16543543676501e-15
"ENSG00000164039","BDH2","protein_coding",955.107022478547,-2.22014113620383,0.271014653931296,-8.19195974829702,2.57006595926075e-16,4.2449018160084e-15
"ENSG00000176092","CRYBG2","protein_coding",375.786680351809,4.4755772163614,0.546555082149078,8.18870295517744,2.64056354888321e-16,4.3564892721953e-15
"ENSG00000173702","MUC13","protein_coding",6180.6354197269,6.69077306289381,0.817256030597915,8.18687511917013,2.68096102971364e-16,4.41822377696809e-15
"ENSG00000168994","PXDC1","protein_coding",4115.3537172118,-2.4385029695057,0.297965839008268,-8.18383401809372,2.74952728490388e-16,4.52619186345109e-15
"ENSG00000245571","FAM111A-DT","long_non_coding",200.340025536305,1.64833130337109,0.201481443753232,8.18105763322757,2.8136328479009e-16,4.62658563193638e-15
"ENSG00000040275","SPDL1","protein_coding",365.704154064606,1.57675652683324,0.19273967818819,8.18075728700608,2.82065540597326e-16,4.62859334195489e-15
"ENSG00000177679","SRRM3","protein_coding",581.022451723647,5.10112228729171,0.623552786296803,8.18073850264802,2.82109518684414e-16,4.62859334195489e-15
"ENSG00000164172","MOCS2","protein_coding",1662.50104624909,-1.63262924361511,0.199605749712806,-8.17926961504941,2.85569499848569e-16,4.67501856705737e-15
"ENSG00000229953","AL590666.2","long_non_coding",103.164325704396,4.49162692803416,0.549144416903728,8.17931820805819,2.85454372341482e-16,4.67501856705737e-15
"ENSG00000110060","PUS3","protein_coding",649.375966143352,-1.39847798616786,0.171024973521112,-8.17703962980137,2.90902357019757e-16,4.75707139946751e-15
"ENSG00000224081","SLC44A3-AS1","pseudogene",468.585133272833,3.67640594330967,0.449646554278326,8.17621286837221,2.92904342456043e-16,4.78453436928198e-15
"ENSG00000125246","CLYBL","protein_coding",727.8845978456,-2.59871096494755,0.317849332820075,-8.17592077948015,2.936148709867e-16,4.79086442956517e-15
"ENSG00000181513","ACBD4","protein_coding",2304.04766506928,-2.12916281750904,0.260438272873999,-8.17530693170868,2.95113644037601e-16,4.8047481540787e-15
"ENSG00000205726","ITSN1","protein_coding",1318.63425122285,-1.96990323388311,0.240957133693715,-8.17532647274551,2.95065816567643e-16,4.8047481540787e-15
"ENSG00000117500","TMED5","protein_coding",3487.68541053243,-1.80196732249859,0.220473637842592,-8.1731645566855,3.00403799672451e-16,4.88551442625196e-15
"ENSG00000124766","SOX4","protein_coding",6435.49426023154,2.75804126924067,0.337491238660184,8.17218627716054,3.02850440746501e-16,4.9199098983046e-15
"ENSG00000164181","ELOVL7","protein_coding",2012.48046825499,3.86727235337662,0.473630830344545,8.16516177919279,3.21004718684431e-16,5.20912690101475e-15
"ENSG00000107819","SFXN3","protein_coding",2883.07106526397,2.3654280993952,0.289731418381995,8.16420984857264,3.23546022282419e-16,5.24462798086649e-15
"ENSG00000180861","LINC01559","long_non_coding",493.560051698298,7.58689682606006,0.929418978489994,8.16305347926757,3.26659788247779e-16,5.28932093809068e-15
"ENSG00000130821","SLC6A8","protein_coding",1958.84492680617,3.40338791080458,0.417032425402461,8.16096711789285,3.32352646585903e-16,5.37251957003953e-15
"ENSG00000170634","ACYP2","protein_coding",495.810829122321,-1.59912869381459,0.195949911143792,-8.16090542976116,3.32522449116525e-16,5.37251957003953e-15
"ENSG00000121310","ECHDC2","protein_coding",8780.62840403283,-2.44964947644334,0.300176080039636,-8.16070846191302,3.33065194689849e-16,5.3754330442218e-15
"ENSG00000087494","PTHLH","protein_coding",558.834100358141,5.14223906355997,0.630562006697344,8.15500935505639,3.49152850166597e-16,5.62895116703365e-15
"ENSG00000137868","STRA6","protein_coding",354.277957255774,7.61677884659963,0.934648092404631,8.14935472344831,3.65871271943947e-16,5.89207677032858e-15
"ENSG00000171766","GATM","protein_coding",39344.4789391006,-4.09134567456812,0.50232724157462,-8.14478160042282,3.79967095304917e-16,6.11244247024136e-15
"ENSG00000116830","TTF2","protein_coding",610.009569707306,1.79739231463433,0.220765343973134,8.14164162855682,3.89954033050233e-16,6.26630359501739e-15
"ENSG00000142748","FCN3","protein_coding",1914.86888478078,-4.48120241162717,0.550462289476472,-8.14079819325881,3.92680438541695e-16,6.30328600048746e-15
"ENSG00000169714","CNBP","protein_coding",11232.555375271,-1.29330801047718,0.158899866589314,-8.13913842873014,3.98100603353495e-16,6.38338178263679e-15
"ENSG00000285043","AC093512.2","protein_coding",34.3939566322874,3.53266684589378,0.434066503104237,8.13853826690111,4.00078601409464e-16,6.40817042775936e-15
"ENSG00000108468","CBX1","protein_coding",2030.12191251873,1.15231790121705,0.14160758745677,8.13740225303128,4.03849201270584e-16,6.46158722032934e-15
"ENSG00000185010","F8","protein_coding",578.338688258992,-2.50928905682437,0.308386339482597,-8.13683596048514,4.057418698245e-16,6.48487436771226e-15
